,Item_Outlet_Sales,Item_Identifier,Outlet_Identifier
117,1507.0292,FDX24,OUT013
118,1593.0454,FDZ02,OUT035
119,1817.7131,FDL46,OUT045
120,4806.3853,FDS60,OUT027
121,665.3889,NCO06,OUT017
122,1433.3904,FDO16,OUT035
123,1465.8348,FDC60,OUT049
124,3263.006,FDA48,OUT018
125,5308.5557,FDZ36,OUT027
126,1997.5765,FDK27,OUT045
127,412.9337,FDW23,OUT018
128,1587.5575,FDM14,OUT018
129,1687.0043,FDM14,OUT013
130,2603.0095,FDW60,OUT018
131,1921.0917,FDE21,OUT013
132,1725.7969,NCM42,OUT035
133,236.99149,FDY59,OUT010
134,1273.378,DRI49,OUT049
135,373.52838,FDT28,OUT019
136,443.88373,FDQ22,OUT018
137,1309.034,FDR60,OUT049
138,280.564,FDC50,OUT019
139,2395.5579,FDV24,OUT013
140,448.20157,DRF48,OUT010
141,639.3074,FDQ47,OUT046
142,1549.8114,DRN36,OUT049
143,2158.557,NCY06,OUT035
144,1481.3959,FDE52,OUT035
145,2016.6556,NCB54,OUT045
146,2527.504,NCF31,OUT035
147,5069.858,FDJ08,OUT027
148,1668.6476,NCC07,OUT017
149,1669.4666,NCD19,OUT027
150,1909.3904,FDL46,OUT049
151,3879.557,FDM20,OUT045
152,404.2902,NCI06,OUT010
153,4188.6123,DRM11,OUT035
154,2373.5647,NCH07,OUT018
155,2119.956,FDS23,OUT013
156,614.53253,FDO49,OUT018
157,1086.1431,FDS35,OUT049
158,1313.4193,DRK39,OUT045
159,949.72253,DRI39,OUT049
160,2654.777,FDV04,OUT017
161,3173.1206,NCN14,OUT035
162,3928.2864,FDH08,OUT013
163,3101.4233,FDS20,OUT046
164,1221.1995,FDV40,OUT049
165,262.12286,FDZ48,OUT010
166,2368.3044,FDS24,OUT027
167,2907.6848,FDK44,OUT049
168,2456.8687,FDS48,OUT045
169,476.8534,FDK26,OUT010
170,3112.4768,FDD23,OUT045
171,2722.6248,NCH54,OUT017
172,249.81824,NCP14,OUT010
173,53.938087,FDM60,OUT010
174,2403.6624,FDV24,OUT017
175,3301.333,FDH08,OUT018
176,3295.1155,FDS12,OUT027
177,4783.461,FDR39,OUT027
178,1043.0458,FDP12,OUT027
179,6085.43,DRF60,OUT027
180,1730.9535,FDC09,OUT035
181,3002.2969,FDF50,OUT018
182,4050.578,FDG28,OUT035
183,934.99896,NCE19,OUT017
184,264.20596,NCM53,OUT010
185,1855.7374,NCN18,OUT049
186,3237.874,FDF32,OUT035
187,4002.8867,FDF11,OUT013
188,3837.7925,DRI59,OUT049
189,2760.7144,NCG54,OUT035
190,1624.702,FDM44,OUT046
191,3391.44,FDT57,OUT018
192,2347.269,FDV24,OUT046
193,659.3996,FDI50,OUT019
194,796.8666,FDS09,OUT035
195,3848.3516,NCC31,OUT027
196,591.14655,FDQ07,OUT019
197,3178.2402,FDC22,OUT017
198,2723.1423,FDZ56,OUT046
199,68.76546,FDZ40,OUT019
200,3043.0107,FDS46,OUT027
201,2135.7332,DRD24,OUT045
202,3303.377,FDV45,OUT017
203,2412.0134,FDL26,OUT045
204,1765.956,FDA56,OUT018
205,1723.7423,FDN27,OUT046
206,3974.3423,FDM20,OUT049
207,1439.6506,FDO16,OUT017
208,3241.8003,FDL03,OUT035
209,1830.1282,FDE58,OUT046
210,3033.9917,FDI02,OUT027
211,38.906685,NCC55,OUT019
212,3213.1711,FDR03,OUT018
213,1508.4264,FDB14,OUT017
214,3988.8987,FDR45,OUT013
215,2156.8455,NCN07,OUT017
216,292.61392,FDM51,OUT019
217,6105.0967,FDT52,OUT027
218,2424.4285,FDL26,OUT046
219,3924.4258,NCZ42,OUT046
220,393.96933,DRI47,OUT019
221,2194.788,FDW40,OUT013
222,2838.9185,FDN34,OUT046
223,3034.1672,FDS01,OUT035
224,1857.6226,NCG55,OUT045
225,1372.4989,FDC11,OUT035
226,3336.8457,FDX35,OUT018
227,2633.6748,NCB06,OUT046
228,685.3416,FDR09,OUT019
229,1588.4421,FDC53,OUT017
230,4366.059,FDY45,OUT013
231,378.44052,FDA22,OUT010
232,1534.1384,FDE02,OUT035
233,1626.6478,FDW21,OUT045
234,1088.981,FDV34,OUT046
235,1701.7744,FDS59,OUT049
236,2160.1143,NCW17,OUT017
237,1858.7894,NCK54,OUT046
238,646.7983,FDG17,OUT019
239,2845.4954,FDG35,OUT017
240,17.43884,FDD08,OUT010
241,3773.9421,NCO07,OUT017
242,350.05505,FDJ10,OUT010
243,1709.3871,FDW36,OUT017
244,264.8452,FDW21,OUT010
245,1982.668,FDY19,OUT017
246,778.8364,DRE03,OUT013
247,700.686,NCC55,OUT049
248,169.98117,FDH52,OUT010
249,4600.06,FDO09,OUT017
250,3818.5686,FDU43,OUT045
251,438.75623,FDX09,OUT010
252,300.167,FDH40,OUT019
253,1699.37,FDW58,OUT017
254,3910.9846,FDC47,OUT017
255,1586.2207,NCR41,OUT035
256,4022.62,DRG49,OUT035
257,3840.9358,FDC52,OUT027
258,1072.2319,FDY13,OUT046
259,697.8536,FDY35,OUT013
260,3309.623,FDI35,OUT017
261,2201.8347,NCU18,OUT049
262,2381.1086,FDY33,OUT018
263,3766.9236,FDC15,OUT027
264,3224.0322,FDU01,OUT049
265,2711.0022,NCU42,OUT046
266,2594.6816,NCV29,OUT018
267,3241.0051,NCY30,OUT017
268,1845.9281,FDQ46,OUT049
269,3832.6892,FDG58,OUT027
270,3617.5862,FDK33,OUT017
271,1819.9749,NCD07,OUT045
272,3825.1453,NCX29,OUT027
273,2441.1992,NCT42,OUT013
274,854.3217,DRN59,OUT035
275,1303.4976,FDI44,OUT035
276,2311.0422,FDA45,OUT049
277,884.9843,FDP31,OUT045
278,1798.4553,FDY01,OUT046
279,1804.4824,FDT09,OUT018
280,2595.075,DRH03,OUT027
281,2820.0586,FDA36,OUT018
282,2527.504,NCF31,OUT017
283,2492.4707,FDG14,OUT049
284,6105.0967,FDG28,OUT027
285,4058.3489,FDU14,OUT049
286,399.21857,FDY47,OUT019
287,1423.3188,FDI56,OUT049
288,934.6622,DRD01,OUT013
289,926.5877,FDM22,OUT046
290,688.7399,FDH33,OUT013
291,1885.1289,DRZ24,OUT013
292,1638.7155,NCQ38,OUT046
293,2263.582,FDO16,OUT027
294,3825.1453,FDU07,OUT027
295,3101.2407,NCB07,OUT013
296,2018.5339,FDU48,OUT045
297,2627.9595,NCM43,OUT045
298,254.46704,FDR31,OUT010
299,441.78735,DRK49,OUT018
300,505.6978,NCI30,OUT010
301,3073.916,DRD60,OUT017
302,3743.8955,NCG19,OUT046
303,1669.5388,FDH12,OUT035
304,1564.0586,FDM32,OUT035
305,2503.2659,FDM27,OUT035
306,4115.194,NCU53,OUT027
307,1563.6664,NCQ18,OUT046
308,2921.9229,FDS10,OUT013
309,3825.7861,FDB33,OUT027
310,1365.4083,FDI12,OUT013
311,3696.3474,NCW42,OUT013
312,1778.7938,NCC06,OUT018
313,2406.8293,FDW02,OUT017
314,1732.8615,NCD43,OUT017
315,1147.085,FDM57,OUT018
316,3919.0618,FDA58,OUT017
317,3101.4233,FDK56,OUT046
318,3884.0154,FDP52,OUT045
319,1719.2688,FDW20,OUT018
320,1690.2842,FDS52,OUT049
321,1702.6423,NCT29,OUT018
322,2893.0942,NCL54,OUT013
323,3119.274,FDC05,OUT045
324,3238.6045,FDF34,OUT035
325,3205.5288,FDP03,OUT027
326,302.0831,FDD32,OUT010
327,2042.2429,FDZ10,OUT045
328,984.06195,FDZ40,OUT035
329,486.96887,FDD51,OUT018
330,415.5012,NCY30,OUT019
331,3544.0134,FDP58,OUT017
332,4174.2993,FDV49,OUT017
333,100.20145,FDY24,OUT019
334,1678.726,NCO55,OUT017
335,1952.259,FDR13,OUT017
336,1044.412,FDS51,OUT017
337,1605.1805,FDP26,OUT045
338,3309.7397,NCB54,OUT027
339,3246.088,FDF32,OUT017
340,2809.858,FDN31,OUT018
341,666.9615,DRM48,OUT017
342,2718.113,FDN20,OUT049
343,3896.4304,DRL01,OUT046
344,1694.179,FDV56,OUT049
345,2746.402,DRH13,OUT027
346,2524.5715,FDA03,OUT017
347,5692.204,FDF47,OUT027
348,2460.5269,FDX32,OUT046
349,1573.8617,FDX57,OUT049
350,3021.046,NCA30,OUT045
351,806.60455,FDO49,OUT013
352,269.1456,FDL04,OUT019
353,666.9615,DRM48,OUT035
354,3550.9055,FDR16,OUT013
355,2978.211,NCC19,OUT018
356,3197.4375,NCE42,OUT045
357,968.74774,FDY24,OUT017
358,2845.7617,FDH19,OUT049
359,2868.8687,FDJ46,OUT013
360,391.65207,FDN45,OUT010
361,2100.883,FDY08,OUT035
362,1422.0172,FDZ37,OUT035
363,727.26324,NCT30,OUT045
364,503.72742,DRY23,OUT018
365,1750.9122,NCZ30,OUT018
366,1687.262,FDC44,OUT018
367,1612.7196,FDB45,OUT035
368,2698.5266,FDY04,OUT013
369,2742.1372,FDM27,OUT046
370,4032.3442,FDZ43,OUT017
371,411.1841,FDT39,OUT019
372,399.6199,NCC06,OUT019
373,3834.1643,FDL15,OUT027
374,4275.858,FDL57,OUT017
375,1496.9,FDU08,OUT046
376,4192.1963,FDK40,OUT017
377,607.7656,FDQ12,OUT010
378,2560.7268,FDS48,OUT017
379,3363.9873,FDP09,OUT045
380,1696.5692,FDW21,OUT049
381,3073.916,FDY25,OUT035
382,1420.4293,DRE13,OUT017
383,38.906685,FDV43,OUT019
384,1766.1836,FDD22,OUT045
385,256.31888,FDM46,OUT019
386,468.07797,NCO30,OUT010
387,2830.2903,FDM25,OUT046
388,2101.5386,NCN41,OUT049
389,1459.9843,FDU24,OUT045
390,3139.9028,FDZ50,OUT046
391,4243.507,FDP45,OUT013
392,2057.192,NCM54,OUT045
393,477.37674,FDW10,OUT019
394,2130.7993,FDP20,OUT017
395,2469.546,FDK32,OUT046
396,1379.9988,FDN52,OUT049
397,1884.0933,FDM58,OUT045
398,3019.7217,FDZ46,OUT027
399,1607.6617,NCA18,OUT018
400,2031.3467,FDD35,OUT046
401,835.91974,NCK31,OUT035
402,2691.082,FDI40,OUT027
403,295.0134,FDT50,OUT019
404,2654.1157,NCT06,OUT046
405,3255.0186,FDT31,OUT035
406,886.77484,FDT45,OUT049
407,3145.873,FDT13,OUT045
408,1352.7615,FDO50,OUT045
409,347.28564,NCU18,OUT010
410,3207.8237,NCR54,OUT049
411,2638.1987,NCO18,OUT018
412,885.09033,FDU09,OUT045
413,2875.9373,FDT13,OUT018
414,1792.8582,FDE09,OUT046
415,269.1456,NCK53,OUT019
416,3527.377,FDG45,OUT049
417,702.13293,DRH15,OUT035
418,598.7173,FDO21,OUT019
419,5200.355,FDD14,OUT027
420,1639.1514,FDC09,OUT046
421,1076.3916,FDH45,OUT027
422,1028.6633,FDV32,OUT046
423,1937.9414,FDG12,OUT035
424,2111.1016,FDS32,OUT013
425,3550.9155,NCL55,OUT018
426,3919.0618,DRE01,OUT035
427,1303.7856,DRE15,OUT049
428,3638.6443,NCL42,OUT045
429,937.8331,FDP31,OUT013
430,1365.3446,FDN33,OUT018
431,2600.0093,FDZ59,OUT046
432,384.74603,FDE45,OUT010
433,1894.9382,FDJ07,OUT013
434,2822.877,FDQ45,OUT018
435,5499.639,FDM33,OUT027
436,278.8118,FDO15,OUT010
437,1506.2388,FDM46,OUT013
438,3630.9033,FDR03,OUT045
439,2453.5999,FDY49,OUT018
440,1828.0015,FDQ60,OUT045
441,2666.2124,FDW10,OUT049
442,717.1504,FDO51,OUT049
443,1405.1481,FDJ40,OUT018
444,2819.0725,FDS20,OUT018
445,1925.8701,FDU45,OUT013
446,2826.2842,FDV02,OUT035
447,3916.002,FDN09,OUT046
448,5200.355,NCM55,OUT027
449,2106.5073,FDN23,OUT018
450,268.68295,FDY31,OUT010
451,323.5191,FDW03,OUT010
452,2942.2827,FDD14,OUT046
453,2076.249,FDV23,OUT017
454,2789.8555,DRI03,OUT045
455,1548.418,FDN13,OUT035
456,1734.0796,FDF45,OUT027
457,1421.614,FDU46,OUT035
458,3727.1826,FDB57,OUT049
459,1730.4602,FDV12,OUT049
460,2491.419,FDQ58,OUT013
461,1937.8464,NCA18,OUT017
462,1013.45013,FDH52,OUT049
463,2095.6343,FDM24,OUT018
464,4802.282,NCP43,OUT027
465,486.39566,NCO18,OUT019
466,1466.5482,FDM32,OUT017
467,704.7763,NCL07,OUT017
468,4224.6855,FDK03,OUT013
469,1630.4847,FDP59,OUT017
470,4188.4937,FDQ24,OUT049
471,1444.5411,FDQ16,OUT018
472,2673.001,FDU44,OUT013
473,48.568916,FDH28,OUT010
474,41.41221,FDV28,OUT019
475,889.82715,FDM22,OUT045
476,3139.9028,FDR56,OUT046
477,3205.2903,FDV39,OUT049
478,287.6507,FDU37,OUT019
479,823.2302,FDQ11,OUT010
480,3703.502,FDX02,OUT045
481,1278.3256,NCS42,OUT018
482,2595.255,FDY57,OUT027
483,3898.6787,FDB21,OUT049
484,3910.3438,FDE28,OUT017
485,1964.0948,FDQ55,OUT017
486,3798.2874,FDA48,OUT049
487,2776.6897,FDZ19,OUT045
488,3913.9177,NCC43,OUT045
489,1325.8344,NCV18,OUT046
490,2318.8564,NCA42,OUT018
491,4167.7114,FDY45,OUT046
492,2922.4724,NCC30,OUT045
493,1309.0107,FDM57,OUT013
494,322.34808,FDL09,OUT010
495,3197.9849,FDB09,OUT027
496,1912.8134,FDT44,OUT035
497,4112.4287,NCT06,OUT027
498,3256.0938,FDX26,OUT049
499,2510.9292,FDK32,OUT013
500,2159.6174,DRA12,OUT046
501,623.8351,FDO46,OUT010
502,1376.5497,FDE52,OUT013
503,3851.9001,NCH42,OUT045
504,755.64624,FDV08,OUT035
505,3072.3572,FDB47,OUT018
506,263.07602,FDC28,OUT010
507,1832.3899,FDD22,OUT046
508,3026.4478,FDS07,OUT027
509,3490.4739,DRI13,OUT045
510,3279.8298,FDG32,OUT018
511,4168.1377,FDU14,OUT017
512,68.76546,FDD28,OUT019
513,1744.172,NCP41,OUT017
514,2833.1797,FDS08,OUT049
515,2493.249,FDX47,OUT045
516,285.52863,FDC53,OUT019
517,4089.5256,FDQ19,OUT035
518,2448.9731,FDL14,OUT045
519,551.43304,FDM33,OUT019
520,1838.8744,FDA51,OUT045
521,593.0743,FDZ27,OUT018
522,642.71826,FDT04,OUT046
523,2093.4373,DRC13,OUT049
524,5425.977,FDR16,OUT027
525,6096.0776,FDQ03,OUT027
526,2787.1882,FDE38,OUT035
527,1674.715,DRH23,OUT027
528,532.3088,FDT11,OUT019
529,3076.6814,FDD09,OUT035
530,1345.6404,FDR40,OUT045
531,3292.5461,FDX07,OUT017
532,1121.3937,FDR07,OUT035
533,1894.0284,FDA51,OUT017
534,641.1774,FDT59,OUT019
535,3276.1572,FDF20,OUT017
536,1848.0419,FDR13,OUT045
537,3608.246,FDY26,OUT049
538,2149.9463,FDW04,OUT017
539,3830.3325,FDK52,OUT017
540,2572.0847,FDN60,OUT049
541,491.82614,FDM09,OUT019
542,1373.6285,FDP46,OUT049
543,273.2013,FDB50,OUT019
544,4077.524,NCQ29,OUT049
545,6115.5,FDP16,OUT027
546,2357.0786,FDX33,OUT018
547,486.73438,FDP07,OUT010
548,3817.4988,FDN22,OUT046
549,4142.935,FDF39,OUT049
550,1044.3654,FDS21,OUT017
551,1668.6292,NCM42,OUT013
552,391.61163,FDK50,OUT019
553,3834.3381,DRF13,OUT027
554,2280.7483,FDH35,OUT018
555,1411.5251,FDP60,OUT018
556,3332.946,DRJ49,OUT027
557,382.5473,NCT42,OUT019
558,2744.611,FDE38,OUT049
559,3187.6628,FDI04,OUT049
560,2496.7903,NCH54,OUT045
561,957.26636,FDT56,OUT049
562,3285.1782,DRD15,OUT018
563,2436.357,FDV58,OUT013
564,3206.3665,FDP21,OUT049
565,3882.2075,FDH05,OUT013
566,4115.194,FDR10,OUT027
567,2383.9734,NCP06,OUT045
568,1690.2842,FDF33,OUT049
569,3443.2793,DRK37,OUT013
570,1268.6637,DRH49,OUT045
571,2728.5798,FDT58,OUT013
572,1400.4111,FDD41,OUT018
573,1647.1862,FDP40,OUT018
574,2693.4517,FDM51,OUT027
575,274.71753,FDO45,OUT010
576,245.36794,FDW33,OUT010
577,1118.3029,FDY24,OUT045
578,535.6802,FDB10,OUT010
579,2171.3186,FDM40,OUT035
580,3019.621,NCI06,OUT017
581,347.3809,FDW12,OUT019
582,3853.1301,FDX48,OUT027
583,2683.538,NCW05,OUT027
584,1532.6716,FDX27,OUT017
585,3104.8245,DRM37,OUT045
586,3752.5913,FDA38,OUT045
587,664.63934,FDR36,OUT046
588,3117.2395,FDZ45,OUT046
589,2641.112,FDG05,OUT017
590,4274.9585,FDK28,OUT013
591,1323.8038,FDV47,OUT045
592,2536.8445,FDN21,OUT045
593,3304.1345,FDP20,OUT027
594,3176.5735,FDI35,OUT045
595,687.0966,DRY23,OUT013
596,2124.662,FDA56,OUT017
597,2070.442,FDB09,OUT013
598,3026.4478,NCO26,OUT027
599,2242.9414,FDQ49,OUT018
600,3197.9849,FDI52,OUT027
601,3040.0654,FDZ44,OUT027
602,2396.5977,FDZ09,OUT018
603,1943.3495,FDY03,OUT049
604,2190.3113,NCG42,OUT017
605,5502.4883,DRI13,OUT027
606,2096.3037,FDQ32,OUT013
607,1525.9989,FDW16,OUT035
608,699.51483,FDU27,OUT046
609,400.48947,FDR28,OUT010
610,361.54208,FDQ49,OUT010
611,1850.4578,FDS37,OUT046
612,3178.6455,FDW26,OUT018
613,3358.0833,FDX12,OUT018
614,2444.6772,NCP06,OUT013
615,297.3575,FDW45,OUT010
616,1557.1754,NCN30,OUT049
617,894.7885,FDN24,OUT049
618,1035.5021,NCL41,OUT027
619,296.021,FDR02,OUT019
620,467.60455,FDD09,OUT010
621,249.3712,FDS33,OUT010
622,1903.5132,FDU22,OUT045
623,2648.971,FDI53,OUT013
624,2955.9548,DRH01,OUT049
625,2194.788,FDX32,OUT013
626,451.5172,NCP30,OUT018
627,3119.0776,FDB60,OUT045
628,1521.661,FDB14,OUT049
629,988.51227,NCP02,OUT035
630,2113.233,FDJ10,OUT017
631,1851.3594,FDG34,OUT046
632,1459.6263,NCB18,OUT017
633,1140.2031,FDM16,OUT049
634,1311.3391,FDW25,OUT018
635,256.1778,FDB35,OUT010
636,2167.6646,DRN11,OUT013
637,517.26154,FDF41,OUT019
638,1312.6664,FDH16,OUT045
639,3047.2664,NCQ50,OUT018
640,827.56323,DRH23,OUT018
641,2484.8926,DRJ37,OUT013
642,5200.355,DRJ24,OUT027
643,3165.8545,FDY16,OUT035
644,1703.9966,FDQ27,OUT045
645,2409.6323,FDZ33,OUT045
646,2092.9653,FDF29,OUT045
647,2615.178,FDA08,OUT049
648,1036.1655,FDG31,OUT046
649,550.6942,FDE34,OUT019
650,1998.8994,NCR30,OUT027
651,4232.655,FDV33,OUT035
652,1756.2148,DRZ24,OUT018
653,2881.7078,NCL54,OUT035
654,2914.559,FDR12,OUT049
655,3790.1553,NCC54,OUT046
656,796.4569,DRN59,OUT013
657,290.52026,FDX50,OUT019
658,4776.3154,FDV31,OUT027
659,4683.14,NCA29,OUT027
660,2904.7778,FDW60,OUT049
661,3278.9226,FDX08,OUT017
662,3894.2283,DRD49,OUT013
663,3803.7808,FDD33,OUT046
664,686.73737,FDW35,OUT013
665,1679.5209,FDJ36,OUT017
666,2839.847,FDV51,OUT035
667,1603.9305,FDW36,OUT046
668,2541.1982,FDH35,OUT046
669,3309.7397,NCS30,OUT027
670,699.90656,FDN49,OUT017
671,3331.876,FDL08,OUT018
672,3836.9128,FDI09,OUT013
673,1811.0171,FDP19,OUT018
674,-20.945988,FDU21,OUT010
675,1626.3004,NCP41,OUT045
676,1930.2343,FDY10,OUT013
677,414.81207,FDP12,OUT018
678,1899.672,NCN26,OUT049
679,2893.0942,FDK44,OUT013
680,1680.4749,FDC28,OUT049
681,6100.239,FDJ41,OUT027
682,2127.6094,NCT29,OUT035
683,622.35614,NCH42,OUT019
684,2388.2822,FDU60,OUT018
685,3103.4578,FDS02,OUT045
686,2009.4814,FDC51,OUT046
687,3089.2937,FDU03,OUT013
688,3502.1724,FDX39,OUT045
689,22.175718,NCY05,OUT010
690,6142.437,NCL06,OUT027
691,1394.2075,FDD32,OUT035
692,2026.2451,NCN41,OUT045
693,2188.2644,NCX53,OUT049
694,387.97778,FDU57,OUT019
695,1631.2133,FDQ23,OUT046
696,4026.355,FDQ52,OUT045
697,637.9345,FDC14,OUT045
698,2949.5923,FDY09,OUT035
699,2448.1118,FDQ28,OUT045
700,3682.4546,FDV25,OUT046
701,1952.106,FDJ07,OUT035
702,1685.2118,DRB25,OUT049
703,551.43304,FDK52,OUT019
704,1779.6023,FDY52,OUT027
705,3085.631,FDB28,OUT046
706,666.9615,FDT36,OUT035
707,3838.7217,FDV25,OUT017
708,3330.1807,NCN07,OUT027
709,3222.979,FDC57,OUT017
710,3301.952,FDQ03,OUT018
711,2842.6123,FDU23,OUT017
712,3603.5232,NCX41,OUT035
713,805.2587,NCD06,OUT035
714,1609.9175,FDW08,OUT045
715,2552.3953,NCU29,OUT017
716,2566.6487,NCE06,OUT013
717,272.2536,FDV52,OUT010
718,2937.6055,FDB02,OUT017
719,626.2505,NCR18,OUT045
720,1545.8649,FDK16,OUT049
721,726.6615,NCQ29,OUT010
722,299.97803,FDZ01,OUT019
723,2499.6091,FDW27,OUT035
724,3351.8394,FDD17,OUT018
725,2872.785,FDW39,OUT013
726,1039.4194,DRH59,OUT045
727,1675.6937,FDS52,OUT013
728,5322.828,FDU40,OUT027
729,2856.3806,NCF54,OUT013
730,1666.7131,FDH46,OUT045
731,1680.4749,NCP14,OUT049
732,3316.0247,FDH50,OUT049
733,332.4267,DRF15,OUT010
734,2372.903,FDV27,OUT027
735,2018.9917,NCJ06,OUT049
736,3096.3872,FDN02,OUT018
737,818.59125,FDQ51,OUT049
738,3823.916,FDQ07,OUT017
739,1846.2019,FDS45,OUT049
740,1993.4031,NCJ06,OUT045
741,1978.2594,FDD36,OUT035
742,3143.1077,FDY25,OUT045
743,2426.4978,FDU52,OUT046
744,3990.513,DRK47,OUT017
745,2135.4424,NCL30,OUT017
746,3979.1367,FDN22,OUT035
747,3295.1155,NCF30,OUT027
748,4275.858,FDK03,OUT035
749,993.2491,FDT45,OUT017
750,6085.43,NCC54,OUT027
751,2985.2705,FDP08,OUT018
752,2631.6177,FDU44,OUT046
753,932.8145,DRG39,OUT035
754,2081.4429,FDU32,OUT049
755,2981.6643,FDY27,OUT049
756,2090.8823,NCP54,OUT013
757,2079.2031,NCZ41,OUT049
758,2187.2441,DRL49,OUT013
759,1080.943,FDI05,OUT018
760,3855.8599,FDY56,OUT045
761,2078.8467,DRC13,OUT013
762,3002.1443,NCV29,OUT017
763,1452.1061,FDR24,OUT049
764,2823.523,FDZ34,OUT018
765,2109.4937,FDP37,OUT035
766,4816.296,FDX08,OUT027
767,2126.5403,FDS57,OUT045
768,1738.3271,NCG18,OUT049
769,2435.0168,FDK25,OUT018
770,1307.7225,FDH53,OUT049
771,3292.0544,DRI59,OUT018
772,2839.764,FDA52,OUT046
773,39.488716,FDT20,OUT010
774,406.06104,FDE36,OUT019
775,2872.2341,FDI24,OUT017
776,2969.997,FDB28,OUT018
777,2858.473,FDV11,OUT017
778,2423.7502,FDP01,OUT046
779,4115.194,FDD34,OUT027
780,1392.0272,FDJ50,OUT027
781,1898.7466,FDZ44,OUT013
782,1195.8969,DRO59,OUT035
783,633.50446,DRB48,OUT045
784,2533.0305,FDR21,OUT018
785,-2.109161,NCE42,OUT010
786,1449.1549,FDO23,OUT046
